id_match,id_bookmaker,bookmaker_name,country,championship,season,match_date,match_hour,home,away,first_result_h,first_result_a,second_result_h,second_result_a,result_h,result_a,odds_h_open,odds_h_close,odds_h_var,odds_d_open,odds_d_close,odds_d_var,odds_a_open,odds_a_close,odds_a_var,result,prono_bookmaker,prono_bookmaker_isok
2021-01-16_1.__her,19,betvictor,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"2,9","2,9",0,"2,3","2,4","0,1","3,4","3,3","-0,1",d,d,1
2021-01-16_1.__her,14,betway,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"3,2","3,1","-0,1","2,3","2,4","0,1","3,3","3,2","-0,1",d,d,1
2021-01-16_1.__her,1,bwin,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"3,1","3,1",0,"2,25","2,4","0,15","3,3","3,2","-0,1",d,d,1
2021-01-16_1.__her,13,comeon,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"2,9","3,2","0,3","2,25","2,4","0,15","3,3","3,15","-0,15",d,d,1
2021-01-16_1.__her,3,interwetten,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"2,6","3,15","0,55","2,55","2,4","-0,15","3,3","3,15","-0,15",d,d,1
2021-01-16_1.__her,10,pinnacle,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"3,19","3,48","0,29","2,24","2,37","0,13","3,44","3,2","-0,24",d,d,1
2021-01-16_1.__her,20,sbobet,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"2,76","3,21","0,45","2,28","2,34","0,06","3,06","2,92","-0,14",d,d,1
2021-01-16_1.__her,4,unibet,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"3,15","3,2","0,05","2,3","2,4","0,1","3,35","3,1","-0,25",d,d,1
2021-01-16_1.__her,22,william hill,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"3,2","3,2",0,"2,3","2,35","0,05","3,2","3,1","-0,1",d,d,1
2021-01-16_1.__her,12,betfair exchange,germany,bundesliga,2020/2021,16/01/2021,15:30:00,1._fc_koln,hertha_berlin,0,0,0,0,0,0,"2,54","3,33","0,79","2,12","2,27","0,15","2,62","3,28","0,66",d,d,1
2022-10-16_1.__aug,7,10bet,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,66","1,64","-0,02","4,25","5,25",1,"3,6","4,25","0,65",h,h,1
2022-10-16_1.__aug,21,10x10bet,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,54","1,68","0,14","6,3","4,9","-1,4","4,5","4,3","-0,2",h,h,1
2022-10-16_1.__aug,9,188bet,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,7","1,6","-0,1","4,45","5,2","0,75","4,2","4,4","0,2",h,h,1
2022-10-16_1.__aug,18,1xbet,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,57","1,72","0,15","6,3","4,84","-1,46","4,52","4,38","-0,14",h,h,1
2022-10-16_1.__aug,17,888sport,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,6","1,62","0,02","5,2","4,9","-0,3","4,1","4,25","0,15",h,h,1
2022-10-16_1.__aug,5,bet-at-home,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,48","1,67","0,19","5,8","4,5","-1,3","4,2","4,3","0,1",h,h,1
2022-10-16_1.__aug,8,bet365,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,66","1,57","-0,09",5,"5,25","0,25",4,"4,5","0,5",h,h,1
2022-10-16_1.__aug,6,betfair,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,6","1,6",0,5,5,0,4,"4,1","0,1",h,h,1
2022-10-16_1.__aug,2,betsafe,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,7","1,62","-0,08","4,5",5,"0,5","4,35","4,5","0,15",h,h,1
2022-10-16_1.__aug,15,betsson,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,7","1,62","-0,08","4,5",5,"0,5","4,35","4,5","0,15",h,h,1
2022-10-16_1.__aug,19,betvictor,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,65","1,6","-0,05",5,5,0,4,"4,2","0,2",h,h,1
2022-10-16_1.__aug,14,betway,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,73","1,62","-0,11","4,5",5,"0,5",4,"4,33","0,33",h,h,1
2022-10-16_1.__aug,1,bwin,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,68","1,63","-0,05","4,33","4,8","0,47","4,33","4,2","-0,13",h,h,1
2022-10-16_1.__aug,13,comeon,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,66","1,6","-0,06","4,5",5,"0,5","3,75","4,25","0,5",h,h,1
2022-10-16_1.__aug,3,interwetten,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,67","1,67",0,"4,8","4,9","0,1","4,1",4,"-0,1",h,h,1
2022-10-16_1.__aug,10,pinnacle,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,54","1,64","0,1","6,31","5,39","-0,92","4,57","4,47","-0,1",h,h,1
2022-10-16_1.__aug,4,unibet,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,7","1,62","-0,08","4,7",5,"0,3","3,95","4,25","0,3",h,h,1
2022-10-16_1.__aug,22,william hill,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,7","1,6","-0,1","4,75",5,"0,25","3,8","4,2","0,4",h,h,1
2022-10-16_1.__aug,12,betfair exchange,germany,bundesliga,2022/2023,16/10/2022,15:30:00,1._fc_koln,augsburg,0,1,3,1,3,2,"1,43","1,62","0,19","1,2","5,28","4,08","2,66","4,42","1,76",h,h,1
2020-12-16_1.__bay,7,10bet,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"4,85",5,"0,15","1,59","1,65","0,06","4,05","4,35","0,3",a,d,0
2020-12-16_1.__bay,9,188bet,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"4,6","5,1","0,5","1,66","1,66",0,"4,35","4,2","-0,15",a,d,0
2020-12-16_1.__bay,18,1xbet,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"4,34","5,13","0,79","1,84","1,61","-0,23","4,14","4,62","0,48",a,d,0
2020-12-16_1.__bay,17,888sport,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,5,"5,2","0,2","1,7","1,58","-0,12","3,8","4,4","0,6",a,d,0
2020-12-16_1.__bay,5,bet-at-home,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"4,6",5,"0,4","1,65","1,64","-0,01","4,1","4,2","0,1",a,d,0
2020-12-16_1.__bay,8,bet365,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"4,75","4,75",0,"1,61","1,6","-0,01","4,2","4,5","0,3",a,d,0
2020-12-16_1.__bay,6,betfair,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"4,6","5,5","0,9","1,62","1,57","-0,05",4,"4,33","0,33",a,d,0
2020-12-16_1.__bay,2,betsafe,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,5,5,0,"1,66","1,6","-0,06","4,2","4,5","0,3",a,d,0
2020-12-16_1.__bay,15,betsson,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,5,5,0,"1,66","1,6","-0,06","4,2","4,5","0,3",a,d,0
2020-12-16_1.__bay,19,betvictor,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"4,4",5,"0,6","1,65","1,6","-0,05","4,2","4,2",0,a,d,0
2020-12-16_1.__bay,14,betway,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"5,25","5,25",0,"1,62","1,57","-0,05","4,2","4,5","0,3",a,d,0
2020-12-16_1.__bay,1,bwin,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"4,75","5,25","0,5","1,6","1,57","-0,03","4,2","4,5","0,3",a,d,0
2020-12-16_1.__bay,13,comeon,germany,bundesliga,2020/2021,16/12/2020,20:30:00,1._fc_koln,bayer_leverkusen,0,2,0,2,0,4,"4,75","4,95","0,2","1,57","1,63","0,06",4,"4,25","0,25",a,d,0
